Blob hydrophobicity  class,Hydrophobicity cutoff,total SNPs,Blob length,Enrichment ,p value
h,0.26,33,72,0.75,3.81E-01
h,0.26,49,73,1.36,1.28E-01
h,0.26,62,74,1.15,4.26E-01
h,0.26,48,75,1.31,1.97E-01
h,0.26,57,76,1.67,5.84E-03
h,0.26,19,77,0.76,6.19E-01
h,0.26,39,78,1.52,5.83E-02
h,0.26,96,79,0.1,8.03E-21
h,0.26,53,80,0.79,3.69E-01
h,0.26,15,81,0.47,1.64E-01
h,0.26,12,82,0.93,1.00E+00
h,0.26,25,83,0.61,2.09E-01
h,0.26,26,84,0.58,1.37E-01
h,0.26,14,85,1.31,3.90E-01
h,0.26,120,86,12.93,1.12E-79
h,0.26,47,87,2.53,5.09E-06
h,0.26,24,88,1.83,2.93E-02
h,0.26,19,89,1.45,2.46E-01
h,0.26,42,90,1.44,9.50E-02
h,0.26,28,91,0.73,4.16E-01
h,0.26,25,92,2.32,3.09E-03
h,0.26,6,93,0.26,1.99E-01
h,0.26,15,94,0.2,6.16E-03
h,0.26,22,95,0.9,1.00E+00
h,0.26,9,96,0.16,3.87E-02
h,0.26,21,97,0.52,1.37E-01
h,0.26,6,98,0.65,7.76E-01
h,0.26,7,99,1.74,3.01E-01
h,0.26,20,100,1.96,2.53E-02
h,0.27,428,1,0.62,1.52E-09
h,0.27,296,2,0.69,6.46E-05
h,0.27,2196,3,0.72,8.03E-23
h,0.27,1685,4,0.75,1.07E-13
h,0.27,1911,5,0.77,4.46E-13
h,0.27,2424,6,0.85,3.75E-07
h,0.27,2245,7,0.8,1.39E-11
h,0.27,2263,8,0.97,3.18E-01
h,0.27,2317,9,1.01,7.36E-01
h,0.27,2341,10,0.93,2.08E-02
h,0.27,2182,11,1.01,7.03E-01
h,0.27,2059,12,1.06,9.22E-02
h,0.27,2005,13,1.0,9.86E-01
h,0.27,1860,14,1.0,9.86E-01
h,0.27,1742,15,1.0,9.85E-01
h,0.27,1554,16,1.05,1.94E-01
h,0.27,1609,17,1.11,5.10E-03
h,0.27,1566,18,0.99,8.92E-01
h,0.27,1444,19,1.03,4.90E-01
h,0.27,1381,20,1.31,5.92E-12
h,0.27,1497,21,1.49,1.36E-26
h,0.27,1187,22,0.98,7.23E-01
h,0.27,1032,23,1.12,1.57E-02
h,0.27,1088,24,1.15,1.71E-03
h,0.27,1000,25,0.88,9.55E-03
h,0.27,1041,26,1.21,2.84E-05
h,0.27,901,27,1.03,5.22E-01
h,0.27,826,28,1.16,4.69E-03
h,0.27,869,29,1.32,2.26E-08
h,0.27,917,30,0.91,7.07E-02
h,0.27,799,31,0.91,1.00E-01
h,0.27,724,32,1.21,5.89E-04
h,0.27,726,33,1.44,1.19E-11
h,0.27,740,34,0.81,3.10E-04
h,0.27,623,35,1.36,1.41E-07
h,0.27,444,36,1.19,1.17E-02
h,0.27,463,37,1.19,1.10E-02
h,0.27,419,38,1.42,9.73E-07
h,0.27,459,39,1.72,6.89E-16
h,0.27,359,40,1.39,2.03E-05
h,0.27,346,41,1.45,2.04E-06
h,0.27,287,42,0.95,6.25E-01
h,0.27,290,43,0.9,2.39E-01
h,0.27,273,44,1.55,6.30E-07
h,0.27,254,45,1.01,8.86E-01
h,0.27,256,46,1.5,7.62E-06
h,0.27,166,47,0.95,7.26E-01
h,0.27,231,48,1.05,6.13E-01
h,0.27,151,49,0.91,5.05E-01
h,0.27,183,50,1.26,3.24E-02
h,0.27,158,51,1.12,3.21E-01
h,0.27,168,52,1.74,5.18E-07
h,0.27,184,53,1.62,4.87E-06
h,0.27,158,54,1.01,9.03E-01
h,0.27,105,55,1.33,4.68E-02
h,0.27,91,56,0.49,1.01E-04
h,0.27,140,57,2.14,2.72E-10
h,0.27,127,58,2.15,1.45E-09
h,0.27,159,59,1.7,3.37E-06
h,0.27,148,60,1.2,1.18E-01
h,0.27,134,61,2.12,1.01E-09
h,0.27,84,62,1.24,1.62E-01
h,0.27,107,63,1.8,2.47E-05
h,0.27,88,64,1.57,3.60E-03
h,0.27,106,65,1.26,1.02E-01
h,0.27,89,66,1.6,1.99E-03
h,0.27,62,67,0.77,2.34E-01
h,0.27,42,68,1.19,3.94E-01
h,0.27,127,69,2.84,7.02E-17
h,0.27,24,70,0.12,1.41E-05
h,0.27,101,71,3.58,9.53E-20
h,0.27,31,72,0.94,1.00E+00
h,0.27,78,73,3.12,8.52E-13
h,0.27,48,74,1.2,3.59E-01
h,0.27,39,75,1.12,6.16E-01
h,0.27,24,76,1.1,6.36E-01
h,0.27,14,77,0.98,1.00E+00
h,0.27,33,78,2.28,6.75E-04
h,0.27,92,79,0.03,5.57E-27
h,0.27,43,80,0.7,1.94E-01
h,0.27,8,81,0.44,3.45E-01
h,0.27,8,82,0.19,5.14E-02
h,0.27,21,83,0.98,1.00E+00
h,0.27,9,84,0.65,6.40E-01
h,0.27,7,85,0.98,1.00E+00
h,0.27,126,86,16.97,2.91E-98
h,0.27,21,87,2.12,1.26E-02
h,0.27,19,88,1.79,6.37E-02
h,0.27,29,89,5.0,8.28E-10
h,0.27,20,90,1.31,3.63E-01
h,0.27,24,91,0.54,1.24E-01
h,0.27,16,92,1.31,4.14E-01
h,0.27,10,93,1.31,4.43E-01
h,0.27,16,94,0.0,9.81E-06
h,0.27,18,95,1.31,4.40E-01
h,0.27,13,96,0.39,1.02E-01
h,0.27,15,97,0.65,4.67E-01
h,0.27,7,99,1.74,3.01E-01
h,0.27,20,100,1.6,1.23E-01
h,0.28,461,1,0.67,1.36E-07
h,0.28,326,2,0.69,3.69E-05
h,0.28,2424,3,0.71,4.02E-27
h,0.28,1851,4,0.75,4.35E-15
h,0.28,2116,5,0.76,1.80E-16
h,0.28,2629,6,0.88,1.73E-05
h,0.28,2367,7,0.82,4.14E-10
h,0.28,2430,8,0.97,2.50E-01
h,0.28,2434,9,0.97,3.58E-01
h,0.28,2432,10,0.96,1.58E-01
h,0.28,2237,11,1.04,2.11E-01
h,0.28,2122,12,1.06,6.98E-02
h,0.28,2032,13,0.99,7.08E-01
h,0.28,1871,14,0.95,1.81E-01
h,0.28,1816,15,1.03,3.26E-01
h,0.28,1545,16,1.08,5.42E-02
h,0.28,1601,17,1.11,5.64E-03
h,0.28,1494,18,0.99,7.97E-01
h,0.28,1400,19,1.1,1.43E-02
h,0.28,1307,20,1.24,6.86E-08
h,0.28,1370,21,1.43,4.49E-20
h,0.28,1134,22,0.94,2.17E-01
h,0.28,1013,23,1.21,3.05E-05
h,0.28,1047,24,1.23,8.23E-06
h,0.28,931,25,1.0,9.80E-01
h,0.28,991,26,1.21,4.38E-05
h,0.28,807,27,1.02,6.27E-01
h,0.28,745,28,1.25,2.84E-05
h,0.28,850,29,1.42,2.23E-12
h,0.28,849,30,0.98,7.15E-01
h,0.28,806,31,1.02,7.46E-01
h,0.28,704,32,1.22,3.82E-04
h,0.28,653,33,1.61,2.58E-17
h,0.28,716,34,1.05,3.41E-01
h,0.28,555,35,1.56,6.01E-13
h,0.28,373,36,1.18,3.01E-02
h,0.28,398,37,0.94,4.74E-01
h,0.28,348,38,1.63,3.31E-10
h,0.28,394,39,1.76,7.05E-15
h,0.28,332,40,1.62,1.05E-09
h,0.28,254,41,1.33,2.18E-03
h,0.28,259,42,0.86,1.42E-01
h,0.28,257,43,0.96,7.42E-01
h,0.28,212,44,1.95,1.21E-11
h,0.28,221,45,1.02,8.37E-01
h,0.28,183,46,1.16,1.81E-01
h,0.28,133,47,1.11,4.18E-01
h,0.28,181,48,0.92,5.41E-01
h,0.28,111,49,0.99,1.00E+00
h,0.28,140,50,1.34,1.58E-02
h,0.28,128,51,0.95,7.90E-01
h,0.28,134,52,1.76,4.61E-06
h,0.28,173,53,1.48,3.54E-04
h,0.28,105,54,0.94,7.69E-01
h,0.28,96,55,1.42,1.78E-02
h,0.28,78,56,0.86,4.53E-01
h,0.28,105,57,1.81,2.03E-05
h,0.28,85,58,1.16,3.47E-01
h,0.28,137,59,2.01,9.31E-09
h,0.28,118,60,1.44,5.76E-03
h,0.28,101,61,2.36,1.36E-09
h,0.28,67,62,0.73,1.37E-01
h,0.28,99,63,1.85,2.21E-05
h,0.28,89,64,1.46,1.31E-02
h,0.28,96,65,1.25,1.21E-01
h,0.28,75,66,1.96,3.82E-05
h,0.28,40,67,0.5,1.41E-02
h,0.28,41,68,1.24,3.17E-01
h,0.28,98,69,4.26,3.16E-24
h,0.28,42,70,1.44,9.50E-02
h,0.28,76,71,4.89,1.40E-22
h,0.28,21,72,1.19,6.02E-01
h,0.28,38,73,1.61,3.60E-02
h,0.28,31,74,0.38,4.73E-03
h,0.28,26,75,0.48,4.78E-02
h,0.28,26,76,1.78,3.56E-02
h,0.28,10,77,0.56,5.10E-01
h,0.28,94,78,0.27,3.70E-11
h,0.28,11,79,0.29,5.64E-02
h,0.28,29,80,0.92,8.90E-01
h,0.28,5,81,0.87,1.00E+00
h,0.28,8,82,0.19,5.14E-02
h,0.28,21,83,1.74,8.08E-02
h,0.28,104,84,25.84,1.17E-100
h,0.28,10,85,0.33,1.05E-01
h,0.28,24,86,3.92,1.74E-06
h,0.28,18,87,4.57,4.32E-06
h,0.28,14,88,16.97,2.47E-12
h,0.28,23,89,8.7,7.82E-13
h,0.28,13,90,1.12,6.65E-01
h,0.28,26,91,0.39,1.42E-02
h,0.28,11,92,0.75,8.27E-01
h,0.28,6,93,6.53,1.17E-03
h,0.28,14,94,0.0,4.33E-05
h,0.28,8,95,0.78,1.00E+00
h,0.28,10,96,0.15,1.94E-02
h,0.28,9,97,0.0,1.83E-03
h,0.28,2,98,1.31,5.35E-01
h,0.28,7,99,1.74,3.01E-01
h,0.28,25,100,1.03,8.78E-01
h,0.29,511,1,0.7,7.39E-07
h,0.29,361,2,0.58,3.21E-10
h,0.29,2786,3,0.74,6.34E-25
h,0.29,2043,4,0.74,2.23E-18
h,0.29,2331,5,0.79,1.11E-13
h,0.29,2856,6,0.93,8.56E-03
h,0.29,2585,7,0.87,7.15E-06
h,0.29,2487,8,0.96,1.32E-01
h,0.29,2551,9,0.99,8.54E-01
h,0.29,2510,10,0.94,4.11E-02
h,0.29,2389,11,1.13,9.29E-05
h,0.29,2118,12,1.08,2.26E-02
h,0.29,2036,13,1.03,3.72E-01
h,0.29,1890,14,0.99,8.32E-01
h,0.29,1786,15,1.02,5.46E-01
h,0.29,1517,16,1.17,3.42E-05
h,0.29,1504,17,1.05,1.67E-01
h,0.29,1447,18,1.04,3.09E-01
h,0.29,1266,19,1.08,5.66E-02
h,0.29,1219,20,1.35,1.17E-12
h,0.29,1250,21,1.33,2.49E-12
h,0.29,1100,22,0.93,1.28E-01
h,0.29,962,23,1.24,5.10E-06
h,0.29,1020,24,1.25,1.29E-06
h,0.29,840,25,1.16,3.88E-03
h,0.29,845,26,1.11,4.38E-02
h,0.29,773,27,1.11,4.28E-02
h,0.29,679,28,1.31,1.80E-06
h,0.29,779,29,1.35,1.01E-08
h,0.29,788,30,0.88,2.59E-02
h,0.29,751,31,1.28,3.60E-06
h,0.29,603,32,1.17,9.15E-03
h,0.29,549,33,1.5,4.37E-11
h,0.29,670,34,1.12,4.26E-02
h,0.29,428,35,1.42,6.59E-07
h,0.29,342,36,1.04,5.89E-01
h,0.29,365,37,1.09,2.73E-01
h,0.29,317,38,1.88,4.23E-15
h,0.29,291,39,1.45,1.38E-05
h,0.29,270,40,1.71,9.43E-10
h,0.29,211,41,1.53,1.62E-05
h,0.29,224,42,1.03,7.20E-01
h,0.29,191,43,1.12,3.10E-01
h,0.29,163,44,1.46,8.59E-04
h,0.29,174,45,1.06,5.99E-01
h,0.29,143,46,1.15,2.38E-01
h,0.29,107,47,1.19,2.21E-01
h,0.29,125,48,0.9,5.06E-01
h,0.29,94,49,1.15,3.32E-01
h,0.29,121,50,1.33,3.19E-02
h,0.29,132,51,2.21,1.41E-10
h,0.29,138,52,2.23,3.66E-11
h,0.29,123,53,1.51,1.42E-03
h,0.29,86,54,1.73,4.50E-04
h,0.29,88,55,1.43,2.12E-02
h,0.29,77,56,1.74,6.43E-04
h,0.29,98,57,2.06,4.04E-07
h,0.29,61,58,0.64,3.96E-02
h,0.29,65,59,0.76,2.11E-01
h,0.29,89,60,1.17,3.16E-01
h,0.29,76,61,1.24,1.99E-01
h,0.29,41,62,0.92,9.07E-01
h,0.29,88,63,1.98,6.66E-06
h,0.29,72,64,1.1,5.22E-01
h,0.29,55,65,1.09,6.75E-01
h,0.29,42,66,1.92,3.07E-03
h,0.29,21,67,0.98,1.00E+00
h,0.29,38,68,1.45,1.04E-01
h,0.29,93,69,5.83,7.01E-33
h,0.29,50,70,1.8,3.66E-03
h,0.29,62,71,4.92,7.80E-19
h,0.29,13,72,0.82,8.40E-01
h,0.29,8,73,1.31,5.57E-01
h,0.29,12,74,0.12,4.81E-03
h,0.29,54,75,5.1,2.82E-17
h,0.29,14,76,1.74,1.51E-01
h,0.29,12,77,0.65,5.42E-01
h,0.29,89,78,0.17,2.36E-15
h,0.29,7,79,0.98,1.00E+00
h,0.29,29,80,1.22,4.57E-01
h,0.29,2,81,1.31,5.35E-01
h,0.29,4,82,0.44,7.35E-01
h,0.29,20,83,0.87,8.68E-01
h,0.29,86,84,12.72,5.06E-57
h,0.29,3,85,0.0,1.84E-01
h,0.29,11,86,0.75,8.27E-01
h,0.29,16,87,5.66,9.61E-07
h,0.29,3,88,2.61,1.79E-01
h,0.29,8,89,0.19,5.14E-02
h,0.29,7,90,7.83,1.46E-04
h,0.29,18,91,0.65,4.06E-01
h,0.29,14,92,1.31,3.90E-01
h,0.29,3,93,2.61,1.79E-01
h,0.29,12,94,0.0,1.92E-04
h,0.29,4,95,1.31,6.69E-01
h,0.29,9,96,0.16,3.87E-02
h,0.29,5,98,5.22,7.84E-03
h,0.29,3,99,0.0,1.84E-01
h,0.29,27,100,1.9,1.49E-02
h,0.3,589,1,0.73,2.20E-06
h,0.3,416,2,0.58,1.54E-11
h,0.3,3075,3,0.74,1.09E-26
h,0.3,2212,4,0.73,5.08E-21
h,0.3,2492,5,0.82,1.21E-10
h,0.3,3096,6,0.96,1.09E-01
h,0.3,2765,7,0.91,6.19E-04
h,0.3,2597,8,1.03,3.52E-01
h,0.3,2673,9,1.04,2.11E-01
h,0.3,2656,10,0.99,7.99E-01
h,0.3,2410,11,1.05,1.39E-01
h,0.3,2052,12,1.1,3.74E-03
h,0.3,2040,13,1.1,5.36E-03
h,0.3,1858,14,1.0,9.00E-01
h,0.3,1708,15,1.03,3.89E-01
h,0.3,1464,16,1.15,3.48E-04
h,0.3,1442,17,0.98,6.15E-01
h,0.3,1293,18,1.1,1.87E-02
h,0.3,1222,19,1.07,1.20E-01
h,0.3,1120,20,1.32,1.31E-10
h,0.3,1130,21,1.25,4.87E-07
h,0.3,1050,22,1.03,5.85E-01
h,0.3,873,23,1.31,3.47E-08
h,0.3,907,24,1.31,3.49E-08
h,0.3,759,25,1.12,3.07E-02
h,0.3,791,26,1.1,6.72E-02
h,0.3,650,27,0.96,5.53E-01
h,0.3,654,28,1.25,9.81E-05
h,0.3,699,29,1.32,7.07E-07
h,0.3,749,30,0.86,6.88E-03
h,0.3,664,31,1.39,4.31E-09
h,0.3,551,32,1.12,6.19E-02
h,0.3,562,33,1.66,4.72E-17
h,0.3,547,34,1.13,5.19E-02
h,0.3,355,35,1.63,1.99E-10
h,0.3,263,36,1.0,1.00E+00
h,0.3,276,37,0.89,2.45E-01
h,0.3,247,38,1.63,1.40E-07
h,0.3,310,39,2.04,1.36E-18
h,0.3,224,40,1.62,5.68E-07
h,0.3,149,41,1.1,4.45E-01
h,0.3,180,42,1.28,2.62E-02
h,0.3,145,43,0.77,6.27E-02
h,0.3,135,44,1.21,1.32E-01
h,0.3,146,45,1.34,1.50E-02
h,0.3,126,46,1.39,1.02E-02
h,0.3,90,47,1.36,3.84E-02
h,0.3,167,48,0.69,4.30E-03
h,0.3,65,49,1.12,4.99E-01
h,0.3,103,50,1.28,8.07E-02
h,0.3,104,51,2.36,6.73E-10
h,0.3,82,52,1.07,6.69E-01
h,0.3,106,53,1.52,3.12E-03
h,0.3,65,54,1.72,2.25E-03
h,0.3,78,55,1.69,1.13E-03
h,0.3,48,56,1.2,3.59E-01
h,0.3,79,57,2.99,4.20E-12
h,0.3,35,58,0.39,2.76E-03
h,0.3,59,59,0.67,8.09E-02
h,0.3,42,60,0.59,5.48E-02
h,0.3,70,61,1.38,6.13E-02
h,0.3,35,62,1.23,3.46E-01
h,0.3,100,63,1.36,3.33E-02
h,0.3,36,64,1.46,9.63E-02
h,0.3,21,65,0.8,7.49E-01
h,0.3,30,66,2.25,1.40E-03
h,0.3,13,67,2.94,4.36E-03
h,0.3,23,68,1.2,5.07E-01
h,0.3,97,69,7.13,2.08E-41
h,0.3,21,70,0.22,1.07E-03
h,0.3,76,71,6.32,2.11E-29
h,0.3,10,72,0.33,1.05E-01
h,0.3,5,73,0.87,1.00E+00
h,0.3,11,74,0.0,4.06E-04
h,0.3,49,75,9.35,5.60E-27
h,0.3,10,76,0.87,1.00E+00
h,0.3,7,77,0.52,6.02E-01
h,0.3,18,78,2.05,2.62E-02
h,0.3,5,79,1.96,1.99E-01
h,0.3,24,80,1.54,1.18E-01
h,0.3,2,81,1.31,5.35E-01
h,0.3,7,82,0.98,1.00E+00
h,0.3,70,83,7.83,7.13E-33
h,0.3,13,84,4.35,1.43E-04
h,0.3,3,85,0.0,1.84E-01
h,0.3,12,86,0.65,5.42E-01
h,0.3,15,87,8.48,9.99E-09
h,0.3,9,89,0.16,3.87E-02
h,0.3,7,90,7.83,1.46E-04
h,0.3,29,92,0.8,5.88E-01
h,0.3,3,93,2.61,1.79E-01
h,0.3,6,94,0.65,7.76E-01
h,0.3,1,95,0.0,1.00E+00
h,0.3,8,96,0.19,5.14E-02
h,0.3,4,97,0.0,8.35E-02
h,0.3,1,98,0.0,1.00E+00
h,0.3,2,99,0.0,4.15E-01
h,0.3,15,100,5.22,5.52E-06
h,0.31,758,1,0.71,1.73E-09
h,0.31,567,2,0.74,5.91E-06
h,0.31,3697,3,0.74,1.05E-31
h,0.31,2583,4,0.8,8.44E-14
h,0.31,2832,5,0.84,1.53E-09
h,0.31,3394,6,0.93,3.48E-03
h,0.31,3062,7,0.96,1.52E-01
h,0.31,2762,8,1.02,4.41E-01
h,0.31,2761,9,0.99,8.60E-01
h,0.31,2666,10,1.08,5.26E-03
h,0.31,2400,11,1.06,6.65E-02
h,0.31,2093,12,1.13,9.73E-05
h,0.31,1999,13,1.15,3.24E-05
h,0.31,1790,14,1.06,8.68E-02
h,0.31,1585,15,1.02,6.56E-01
h,0.31,1384,16,1.17,5.90E-05
h,0.31,1256,17,0.98,6.82E-01
h,0.31,1127,18,1.18,2.47E-04
h,0.31,1032,19,1.21,2.61E-05
h,0.31,964,20,1.44,1.19E-14
h,0.31,951,21,1.1,4.83E-02
h,0.31,848,22,1.14,8.08E-03
h,0.31,759,23,1.54,1.68E-16
h,0.31,692,24,1.22,2.98E-04
h,0.31,628,25,0.99,9.03E-01
h,0.31,645,26,1.33,6.16E-07
h,0.31,500,27,1.24,8.60E-04
h,0.31,553,28,1.44,4.04E-09
h,0.31,575,29,1.44,1.42E-09
h,0.31,558,30,1.22,1.17E-03
h,0.31,526,31,1.37,9.30E-07
h,0.31,409,32,1.27,8.19E-04
h,0.31,376,33,1.35,7.38E-05
h,0.31,337,34,1.46,1.74E-06
h,0.31,249,35,1.43,1.23E-04
h,0.31,202,36,1.18,1.07E-01
h,0.31,228,37,1.11,2.56E-01
h,0.31,180,38,1.28,2.62E-02
h,0.31,188,39,2.06,4.27E-12
h,0.31,129,40,0.83,1.98E-01
h,0.31,141,41,1.98,1.09E-08
h,0.31,119,42,0.88,4.16E-01
h,0.31,93,43,1.07,6.30E-01
h,0.31,69,44,1.0,9.27E-01
h,0.31,80,45,1.24,1.79E-01
h,0.31,98,46,1.15,3.40E-01
h,0.31,74,47,1.81,2.98E-04
h,0.31,124,48,0.77,8.00E-02
h,0.31,46,49,1.55,3.31E-02
h,0.31,74,50,1.62,3.66E-03
h,0.31,103,51,4.07,5.52E-24
h,0.31,76,52,1.89,8.14E-05
h,0.31,55,53,2.11,8.15E-05
h,0.31,34,54,1.31,2.65E-01
h,0.31,43,55,1.03,8.16E-01
h,0.31,41,56,2.52,2.14E-05
h,0.31,45,57,1.49,5.95E-02
h,0.31,39,58,0.73,3.02E-01
h,0.31,33,59,0.57,7.28E-02
h,0.31,29,60,0.59,1.23E-01
h,0.31,45,61,4.57,5.11E-13
h,0.31,55,62,2.11,8.15E-05
h,0.31,34,63,0.81,5.32E-01
h,0.31,36,64,5.41,9.11E-13
h,0.31,17,65,0.91,1.00E+00
h,0.31,14,66,0.73,7.00E-01
h,0.31,11,67,2.28,3.69E-02
h,0.31,11,68,0.75,8.27E-01
h,0.31,81,69,16.31,1.95E-62
h,0.31,16,70,0.19,3.18E-03
h,0.31,15,71,0.87,1.00E+00
h,0.31,4,72,0.44,7.35E-01
h,0.31,4,74,0.0,8.35E-02
h,0.31,14,75,2.35,1.67E-02
h,0.31,4,76,3.92,4.27E-02
h,0.31,1,77,0.0,1.00E+00
h,0.31,14,78,3.26,1.29E-03
h,0.31,1,79,0.0,1.00E+00
h,0.31,4,80,1.31,6.69E-01
h,0.31,10,82,0.56,5.10E-01
h,0.31,82,83,12.07,1.24E-52
h,0.31,5,85,0.87,1.00E+00
h,0.31,4,86,0.0,8.35E-02
h,0.31,4,87,1.31,6.69E-01
h,0.31,1,89,0.0,1.00E+00
h,0.31,7,90,7.83,1.46E-04
h,0.31,7,91,7.83,1.46E-04
h,0.31,20,92,0.56,1.69E-01
h,0.31,1,93,0.0,1.00E+00
h,0.31,4,94,1.31,6.69E-01
h,0.31,4,97,0.0,8.35E-02
h,0.31,1,98,0.0,1.00E+00
h,0.31,2,99,0.0,4.15E-01
h,0.31,1,100,0.0,1.00E+00
h,0.32,842,1,0.74,2.32E-08
h,0.32,603,2,0.77,3.26E-05
h,0.32,3857,3,0.74,7.20E-33
h,0.32,2724,4,0.82,6.04E-12
h,0.32,2902,5,0.82,1.97E-12
h,0.32,3453,6,0.93,4.07E-03
h,0.32,3100,7,0.98,3.89E-01
h,0.32,2805,8,1.02,5.57E-01
h,0.32,2719,9,0.98,5.54E-01
h,0.32,2715,10,1.1,4.80E-04
h,0.32,2405,11,1.07,3.50E-02
h,0.32,2052,12,1.16,5.77E-06
h,0.32,1988,13,1.18,9.25E-07
h,0.32,1710,14,1.0,9.26E-01
h,0.32,1550,15,1.11,5.91E-03
h,0.32,1276,16,1.21,3.52E-06
h,0.32,1186,17,0.96,3.90E-01
h,0.32,1097,18,1.13,5.05E-03
h,0.32,975,19,1.22,1.64E-05
h,0.32,916,20,1.38,1.92E-11
h,0.32,891,21,1.12,1.94E-02
h,0.32,831,22,1.32,4.04E-08
h,0.32,730,23,1.71,7.72E-24
h,0.32,645,24,1.26,5.69E-05
h,0.32,586,25,1.01,8.25E-01
h,0.32,589,26,1.25,2.41E-04
h,0.32,472,27,1.15,4.27E-02
h,0.32,505,28,1.61,1.10E-13
h,0.32,513,29,1.46,3.40E-09
h,0.32,536,30,1.39,2.40E-07
h,0.32,482,31,1.17,1.93E-02
h,0.32,381,32,1.14,7.67E-02
h,0.32,349,33,1.51,1.29E-07
h,0.32,297,34,1.48,2.92E-06
h,0.32,247,35,1.74,1.53E-09
h,0.32,212,36,1.12,2.60E-01
h,0.32,190,37,1.08,4.66E-01
h,0.32,169,38,1.56,6.47E-05
h,0.32,150,39,2.01,1.65E-09
h,0.32,115,40,0.87,3.71E-01
h,0.32,121,41,1.73,2.33E-05
h,0.32,94,42,0.74,8.88E-02
h,0.32,77,43,1.84,1.64E-04
h,0.32,106,44,2.07,1.42E-07
h,0.32,72,45,1.63,3.27E-03
h,0.32,112,46,1.68,1.53E-04
h,0.32,72,47,1.63,3.27E-03
h,0.32,145,48,1.06,6.09E-01
h,0.32,40,49,1.31,2.47E-01
h,0.32,65,50,1.96,1.18E-04
h,0.32,49,51,1.89,1.85E-03
h,0.32,48,52,1.54,3.67E-02
h,0.32,49,53,1.48,5.51E-02
h,0.32,36,54,1.31,2.78E-01
h,0.32,41,55,1.02,9.05E-01
h,0.32,37,56,2.41,1.60E-04
h,0.32,37,57,1.91,4.54E-03
h,0.32,23,58,0.27,2.31E-03
h,0.32,25,59,0.87,7.69E-01
h,0.32,28,60,0.84,6.78E-01
h,0.32,43,61,4.93,1.37E-13
h,0.32,21,62,0.07,8.30E-06
h,0.32,28,63,0.73,4.16E-01
h,0.32,20,64,1.96,2.53E-02
h,0.32,15,65,1.14,6.83E-01
h,0.32,13,66,0.82,8.40E-01
h,0.32,5,67,1.96,1.99E-01
h,0.32,11,68,0.75,8.27E-01
h,0.32,79,69,24.47,5.47E-75
h,0.32,23,70,1.2,5.07E-01
h,0.32,10,71,0.87,1.00E+00
h,0.32,3,72,0.65,1.00E+00
h,0.32,3,74,0.0,1.84E-01
h,0.32,7,75,1.74,3.01E-01
h,0.32,4,76,3.92,4.27E-02
h,0.32,15,78,3.59,3.49E-04
h,0.32,3,79,2.61,1.79E-01
h,0.32,1,80,0.0,1.00E+00
h,0.32,9,82,0.37,1.92E-01
h,0.32,66,83,15.92,1.66E-50
h,0.32,1,84,0.0,1.00E+00
h,0.32,8,85,1.31,5.57E-01
h,0.32,1,86,0.0,1.00E+00
h,0.32,2,87,0.0,4.15E-01
h,0.32,7,89,7.83,1.46E-04
h,0.32,7,90,7.83,1.46E-04
h,0.32,1,91,0.0,1.00E+00
h,0.32,18,92,0.65,4.06E-01
h,0.32,1,93,0.0,1.00E+00
h,0.32,4,94,1.31,6.69E-01
h,0.32,4,97,0.0,8.35E-02
h,0.32,1,98,0.0,1.00E+00
h,0.32,2,99,0.0,4.15E-01
h,0.32,1,100,0.0,1.00E+00
h,0.33,921,1,0.76,1.90E-07
h,0.33,696,2,0.75,1.69E-06
h,0.33,4155,3,0.78,3.38E-26
h,0.33,2923,4,0.8,1.78E-14
h,0.33,3065,5,0.84,5.56E-11
h,0.33,3690,6,0.99,7.01E-01
h,0.33,3245,7,0.95,5.86E-02
h,0.33,2881,8,1.04,1.33E-01
h,0.33,2773,9,0.96,2.04E-01
h,0.33,2639,10,1.1,5.99E-04
h,0.33,2302,11,1.06,4.32E-02
h,0.33,1985,12,1.18,8.25E-07
h,0.33,1850,13,1.24,1.87E-10
h,0.33,1562,14,1.01,8.61E-01
h,0.33,1431,15,1.14,1.06E-03
h,0.33,1131,16,1.19,5.67E-05
h,0.33,1036,17,1.07,1.35E-01
h,0.33,973,18,1.16,2.19E-03
h,0.33,884,19,1.18,1.14E-03
h,0.33,815,20,1.35,3.14E-09
h,0.33,811,21,1.23,7.39E-05
h,0.33,724,22,1.36,1.98E-08
h,0.33,676,23,1.74,1.53E-23
h,0.33,587,24,1.17,1.21E-02
h,0.33,526,25,0.98,7.41E-01
h,0.33,508,26,1.4,1.88E-07
h,0.33,441,27,1.46,3.90E-08
h,0.33,475,28,1.41,2.30E-07
h,0.33,456,29,1.33,3.74E-05
h,0.33,495,30,1.39,6.78E-07
h,0.33,394,31,1.11,1.69E-01
h,0.33,360,32,1.41,7.04E-06
h,0.33,248,33,1.41,1.88E-04
h,0.33,243,34,1.29,5.96E-03
h,0.33,213,35,1.5,4.17E-05
h,0.33,177,36,1.29,2.10E-02
h,0.33,162,37,1.51,2.65E-04
h,0.33,129,38,1.28,4.70E-02
h,0.33,119,39,2.58,2.75E-13
h,0.33,111,40,1.24,1.29E-01
h,0.33,64,41,1.39,6.38E-02
h,0.33,72,42,0.78,2.32E-01
h,0.33,60,43,1.83,1.19E-03
h,0.33,82,44,2.52,3.14E-09
h,0.33,34,45,0.62,1.21E-01
