Hydrophobicity cutoff,Blob length,Blob hydrophobicity  class,total SNPs,Enrichment,p value,color
0.03,25,h,18,0.26,0.00712,"rgb(252.41176470588235, 63.41176470588235, 63.41176470588235)"
0.03,26,h,20,0.7,0.428,"rgb(248.01960784313727, 171.01960784313724, 171.01960784313724)"
0.03,27,h,10,0.56,0.51,"rgb(249.4313725490196, 136.4313725490196, 136.4313725490196)"
0.03,28,h,9,0.0,0.00183,"rgb(255.0, 0.0, 0.0)"
0.03,29,h,9,0.16,0.0387,"rgb(253.4313725490196, 38.43137254901961, 38.43137254901961)"
0.03,30,h,4,0.0,0.0835,"rgb(255.0, 0.0, 0.0)"
0.03,31,h,11,0.0,0.000406,"rgb(255.0, 0.0, 0.0)"
0.03,32,h,14,1.31,0.39,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.03,33,h,12,0.65,0.542,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.03,34,h,9,0.0,0.00183,"rgb(255.0, 0.0, 0.0)"
0.03,35,h,16,2.18,0.0295,"rgb(0.0, 0.0, 255.0)"
0.03,36,h,19,1.17,0.585,"rgb(203.68627450980395, 203.68627450980395, 246.68627450980392)"
0.03,37,h,4,1.31,0.669,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.03,38,h,7,0.98,1.0,"rgb(245.19607843137257, 240.19607843137254, 240.19607843137254)"
0.03,39,h,6,0.26,0.199,"rgb(252.41176470588235, 63.41176470588235, 63.41176470588235)"
0.03,40,h,13,0.82,0.84,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.03,41,h,31,2.74,5.19e-05,"rgb(0.0, 0.0, 255.0)"
0.03,42,h,11,0.29,0.0564,"rgb(252.0980392156863, 71.09803921568627, 71.09803921568627)"
0.03,43,h,12,0.44,0.179,"rgb(250.6078431372549, 107.6078431372549, 107.6078431372549)"
0.03,44,h,5,0.87,1.0,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.03,45,h,11,0.0,0.000406,"rgb(255.0, 0.0, 0.0)"
0.03,46,h,9,0.37,0.192,"rgb(251.31372549019608, 90.31372549019609, 90.31372549019609)"
0.03,47,h,13,0.11,0.00239,"rgb(253.90196078431373, 26.901960784313726, 26.901960784313726)"
0.03,48,h,11,0.29,0.0564,"rgb(252.0980392156863, 71.09803921568627, 71.09803921568627)"
0.03,49,h,17,0.17,0.00164,"rgb(253.3529411764706, 40.35294117647059, 40.35294117647059)"
0.03,50,h,19,0.15,0.000427,"rgb(253.50980392156865, 36.509803921568626, 36.509803921568626)"
0.03,51,h,16,0.78,0.717,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.03,52,h,20,0.7,0.428,"rgb(248.01960784313727, 171.01960784313724, 171.01960784313724)"
0.03,53,h,22,0.61,0.235,"rgb(248.8823529411765, 149.8823529411765, 149.8823529411765)"
0.03,54,h,14,0.98,1.0,"rgb(245.19607843137257, 240.19607843137254, 240.19607843137254)"
0.03,55,h,31,3.75,1.45e-07,"rgb(0.0, 0.0, 255.0)"
0.03,56,h,50,4.63,1.7e-14,"rgb(0.0, 0.0, 255.0)"
0.03,57,h,21,1.74,0.0808,"rgb(63.411764705882355, 63.411764705882355, 252.41176470588235)"
0.03,58,h,17,0.28,0.0132,"rgb(252.25490196078434, 67.25490196078432, 67.25490196078432)"
0.03,59,h,12,0.65,0.542,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.03,60,h,17,0.91,1.0,"rgb(245.90196078431373, 222.90196078431373, 222.90196078431373)"
0.03,61,h,22,1.31,0.384,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.03,62,h,30,0.4,0.00814,"rgb(251.0, 98.0, 98.0)"
0.03,63,h,14,0.36,0.0573,"rgb(251.3921568627451, 88.3921568627451, 88.3921568627451)"
0.03,64,h,12,0.26,0.0431,"rgb(252.41176470588235, 63.41176470588235, 63.41176470588235)"
0.03,65,h,34,0.4,0.00471,"rgb(251.0, 98.0, 98.0)"
0.03,66,h,23,1.2,0.507,"rgb(196.0, 196.0, 247.0)"
0.03,67,h,14,0.0,4.33e-05,"rgb(255.0, 0.0, 0.0)"
0.03,68,h,20,0.44,0.0538,"rgb(250.6078431372549, 107.6078431372549, 107.6078431372549)"
0.03,69,h,4,0.0,0.0835,"rgb(255.0, 0.0, 0.0)"
0.03,70,h,15,0.2,0.00616,"rgb(253.0392156862745, 48.03921568627451, 48.03921568627451)"
0.03,71,h,17,0.17,0.00164,"rgb(253.3529411764706, 40.35294117647059, 40.35294117647059)"
0.03,72,h,21,0.8,0.749,"rgb(247.0, 196.0, 196.0)"
0.03,73,h,38,0.35,0.000532,"rgb(251.54901960784315, 84.54901960784314, 84.54901960784314)"
0.03,74,h,21,0.8,0.749,"rgb(247.0, 196.0, 196.0)"
0.03,75,h,32,1.91,0.00976,"rgb(21.13725490196084, 21.13725490196084, 254.13725490196077)"
0.03,76,h,23,0.27,0.00231,"rgb(252.33333333333334, 65.33333333333333, 65.33333333333333)"
0.03,77,h,24,0.12,1.41e-05,"rgb(253.8235294117647, 28.823529411764707, 28.823529411764707)"
0.03,78,h,26,0.17,4.1e-05,"rgb(253.3529411764706, 40.35294117647059, 40.35294117647059)"
0.03,79,h,18,0.08,6.99e-05,"rgb(254.2156862745098, 19.215686274509807, 19.215686274509807)"
0.03,80,h,24,0.65,0.314,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.03,81,h,17,0.4,0.0562,"rgb(251.0, 98.0, 98.0)"
0.03,82,h,19,0.6,0.265,"rgb(249.0392156862745, 146.0392156862745, 146.0392156862745)"
0.03,83,h,27,0.77,0.488,"rgb(247.3137254901961, 188.31372549019605, 188.31372549019605)"
0.03,84,h,33,0.85,0.7,"rgb(246.52941176470588, 207.52941176470588, 207.52941176470588)"
0.03,85,h,24,0.06,9.8e-07,"rgb(254.45098039215688, 13.450980392156863, 13.450980392156863)"
0.03,86,h,10,0.33,0.105,"rgb(251.70588235294116, 80.70588235294117, 80.70588235294117)"
0.03,87,h,29,0.27,0.000421,"rgb(252.33333333333334, 65.33333333333333, 65.33333333333333)"
0.03,88,h,29,0.42,0.0139,"rgb(250.84313725490196, 101.84313725490196, 101.84313725490196)"
0.03,89,h,42,0.73,0.269,"rgb(247.7058823529412, 178.7058823529412, 178.7058823529412)"
0.03,90,h,18,0.37,0.0322,"rgb(251.31372549019608, 90.31372549019609, 90.31372549019609)"
0.03,91,h,48,0.19,4.51e-08,"rgb(253.1176470588235, 46.117647058823536, 46.117647058823536)"
0.03,92,h,29,0.59,0.123,"rgb(249.11764705882354, 144.11764705882354, 144.11764705882354)"
0.03,93,h,12,0.26,0.0431,"rgb(252.41176470588235, 63.41176470588235, 63.41176470588235)"
0.03,94,h,25,0.41,0.018,"rgb(250.921568627451, 99.92156862745098, 99.92156862745098)"
0.03,95,h,24,0.54,0.124,"rgb(249.58823529411765, 132.58823529411762, 132.58823529411762)"
0.03,96,h,16,0.3,0.0244,"rgb(252.01960784313724, 73.01960784313725, 73.01960784313725)"
0.03,97,h,37,0.07,1.64e-09,"rgb(254.37254901960782, 15.372549019607842, 15.372549019607842)"
0.03,98,h,41,0.75,0.313,"rgb(247.47058823529414, 184.47058823529414, 184.47058823529414)"
0.03,99,h,35,0.08,6.68e-09,"rgb(254.2156862745098, 19.215686274509807, 19.215686274509807)"
0.03,100,h,29,0.8,0.588,"rgb(247.0, 196.0, 196.0)"
0.04,1,h,11,1.09,0.812,"rgb(222.90196078431373, 222.90196078431373, 245.90196078431373)"
0.04,3,h,13,0.82,0.84,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.04,4,h,7,0.0,0.00831,"rgb(255.0, 0.0, 0.0)"
0.04,5,h,18,0.83,0.862,"rgb(246.68627450980392, 203.68627450980392, 203.68627450980392)"
0.04,6,h,16,1.02,0.849,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
0.04,7,h,19,0.6,0.265,"rgb(249.0392156862745, 146.0392156862745, 146.0392156862745)"
0.04,8,h,21,0.8,0.749,"rgb(247.0, 196.0, 196.0)"
0.04,9,h,13,0.82,0.84,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.04,10,h,13,0.82,0.84,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.04,11,h,19,0.35,0.025,"rgb(251.54901960784315, 84.54901960784314, 84.54901960784314)"
0.04,12,h,21,1.44,0.205,"rgb(136.4313725490196, 136.4313725490196, 249.4313725490196)"
0.04,13,h,15,0.65,0.467,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.04,14,h,22,0.21,0.00056,"rgb(252.9607843137255, 49.96078431372549, 49.96078431372549)"
0.04,15,h,36,0.74,0.339,"rgb(247.62745098039218, 180.62745098039218, 180.62745098039218)"
0.04,16,h,19,0.76,0.619,"rgb(247.3921568627451, 186.3921568627451, 186.3921568627451)"
0.04,17,h,26,0.82,0.667,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.04,18,h,27,0.37,0.00818,"rgb(251.31372549019608, 90.31372549019609, 90.31372549019609)"
0.04,19,h,35,1.23,0.346,"rgb(188.31372549019608, 188.31372549019608, 247.31372549019608)"
0.04,20,h,49,0.83,0.465,"rgb(246.68627450980392, 203.68627450980392, 203.68627450980392)"
0.04,21,h,40,0.19,5.8e-07,"rgb(253.1176470588235, 46.117647058823536, 46.117647058823536)"
0.04,22,h,34,0.91,0.898,"rgb(245.90196078431373, 222.90196078431373, 222.90196078431373)"
0.04,23,h,37,0.99,1.0,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.04,24,h,35,0.87,0.708,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.04,25,h,37,0.3,0.00022,"rgb(252.01960784313724, 73.01960784313725, 73.01960784313725)"
0.04,26,h,60,0.7,0.119,"rgb(248.01960784313727, 171.01960784313724, 171.01960784313724)"
0.04,27,h,42,0.59,0.0548,"rgb(249.11764705882354, 144.11764705882354, 144.11764705882354)"
0.04,28,h,41,0.75,0.313,"rgb(247.47058823529414, 184.47058823529414, 184.47058823529414)"
0.04,29,h,47,0.19,8.62e-08,"rgb(253.1176470588235, 46.117647058823536, 46.117647058823536)"
0.04,30,h,27,0.37,0.00818,"rgb(251.31372549019608, 90.31372549019609, 90.31372549019609)"
0.04,31,h,44,0.68,0.137,"rgb(248.1764705882353, 167.1764705882353, 167.1764705882353)"
0.04,32,h,84,1.03,0.867,"rgb(238.27450980392157, 238.27450980392157, 245.27450980392157)"
0.04,33,h,55,0.81,0.377,"rgb(246.921568627451, 197.921568627451, 197.921568627451)"
0.04,34,h,61,0.85,0.509,"rgb(246.52941176470588, 207.52941176470588, 207.52941176470588)"
0.04,35,h,42,0.22,1.43e-06,"rgb(252.80392156862746, 53.80392156862745, 53.80392156862745)"
0.04,36,h,42,0.41,0.00161,"rgb(250.921568627451, 99.92156862745098, 99.92156862745098)"
0.04,37,h,45,0.59,0.0499,"rgb(249.11764705882354, 144.11764705882354, 144.11764705882354)"
0.04,38,h,48,0.93,0.914,"rgb(245.66666666666669, 228.66666666666669, 228.66666666666669)"
0.04,39,h,72,0.88,0.542,"rgb(246.21568627450984, 215.2156862745098, 215.2156862745098)"
0.04,40,h,58,0.54,0.0072,"rgb(249.58823529411765, 132.58823529411762, 132.58823529411762)"
0.04,41,h,81,0.99,1.0,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.04,42,h,43,0.63,0.0884,"rgb(248.72549019607845, 153.72549019607845, 153.72549019607845)"
0.04,43,h,40,0.63,0.0981,"rgb(248.72549019607845, 153.72549019607845, 153.72549019607845)"
0.04,44,h,61,0.74,0.169,"rgb(247.62745098039218, 180.62745098039218, 180.62745098039218)"
0.04,45,h,41,0.14,2.89e-08,"rgb(253.66666666666669, 32.666666666666664, 32.666666666666664)"
0.04,46,h,45,0.79,0.388,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.04,47,h,75,0.73,0.116,"rgb(247.7058823529412, 178.7058823529412, 178.7058823529412)"
0.04,48,h,53,1.17,0.448,"rgb(203.68627450980395, 203.68627450980395, 246.68627450980392)"
0.04,49,h,94,0.89,0.54,"rgb(246.1372549019608, 217.13725490196077, 217.13725490196077)"
0.04,50,h,46,0.7,0.173,"rgb(248.01960784313727, 171.01960784313724, 171.01960784313724)"
0.04,51,h,58,0.5,0.00258,"rgb(249.98039215686276, 122.98039215686273, 122.98039215686273)"
0.04,52,h,56,0.73,0.181,"rgb(247.7058823529412, 178.7058823529412, 178.7058823529412)"
0.04,53,h,70,0.6,0.0129,"rgb(249.0392156862745, 146.0392156862745, 146.0392156862745)"
0.04,54,h,58,0.54,0.0072,"rgb(249.58823529411765, 132.58823529411762, 132.58823529411762)"
0.04,55,h,63,1.35,0.0991,"rgb(159.49019607843138, 159.49019607843138, 248.49019607843135)"
0.04,56,h,106,1.99,5.85e-07,"rgb(1.9215686274509753, 1.9215686274509753, 254.921568627451)"
0.04,57,h,75,0.54,0.00211,"rgb(249.58823529411765, 132.58823529411762, 132.58823529411762)"
0.04,58,h,47,0.67,0.123,"rgb(248.33333333333334, 163.33333333333331, 163.33333333333331)"
0.04,59,h,50,0.67,0.11,"rgb(248.33333333333334, 163.33333333333331, 163.33333333333331)"
0.04,60,h,54,0.33,1.66e-05,"rgb(251.70588235294116, 80.70588235294117, 80.70588235294117)"
0.04,61,h,87,1.22,0.2,"rgb(190.23529411764704, 190.23529411764704, 247.23529411764704)"
0.04,62,h,78,0.65,0.0261,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.04,63,h,62,0.72,0.124,"rgb(247.7843137254902, 176.7843137254902, 176.7843137254902)"
0.04,64,h,60,0.65,0.0569,"rgb(248.49019607843135, 159.49019607843138, 159.49019607843138)"
0.04,65,h,81,0.73,0.0951,"rgb(247.7058823529412, 178.7058823529412, 178.7058823529412)"
0.04,66,h,53,0.2,1.64e-08,"rgb(253.0392156862745, 48.03921568627451, 48.03921568627451)"
0.04,67,h,55,0.49,0.00273,"rgb(250.1372549019608, 119.13725490196079, 119.13725490196079)"
0.04,68,h,64,0.95,0.925,"rgb(245.50980392156865, 232.50980392156862, 232.50980392156862)"
0.04,69,h,101,1.56,0.00174,"rgb(107.60784313725489, 107.60784313725489, 250.6078431372549)"
0.04,70,h,52,0.17,3.32e-09,"rgb(253.3529411764706, 40.35294117647059, 40.35294117647059)"
0.04,71,h,60,0.6,0.0251,"rgb(249.0392156862745, 146.0392156862745, 146.0392156862745)"
0.04,72,h,71,0.41,3.27e-05,"rgb(250.921568627451, 99.92156862745098, 99.92156862745098)"
0.04,73,h,106,1.46,0.00735,"rgb(132.58823529411765, 132.58823529411765, 249.58823529411765)"
0.04,74,h,85,1.22,0.196,"rgb(190.23529411764704, 190.23529411764704, 247.23529411764704)"
0.04,75,h,81,1.41,0.0345,"rgb(144.1176470588236, 144.1176470588236, 249.11764705882354)"
0.04,76,h,77,0.83,0.359,"rgb(246.68627450980392, 203.68627450980392, 203.68627450980392)"
0.04,77,h,95,1.03,0.813,"rgb(238.27450980392157, 238.27450980392157, 245.27450980392157)"
0.04,78,h,89,0.63,0.00965,"rgb(248.72549019607845, 153.72549019607845, 153.72549019607845)"
0.04,79,h,74,0.48,0.000328,"rgb(250.2156862745098, 117.2156862745098, 117.2156862745098)"
0.04,80,h,80,0.41,6.97e-06,"rgb(250.921568627451, 99.92156862745098, 99.92156862745098)"
0.04,81,h,70,0.52,0.00201,"rgb(249.82352941176472, 126.8235294117647, 126.8235294117647)"
0.04,82,h,71,1.07,0.647,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.04,83,h,71,0.75,0.172,"rgb(247.47058823529414, 184.47058823529414, 184.47058823529414)"
0.04,84,h,88,0.58,0.00259,"rgb(249.19607843137254, 142.19607843137254, 142.19607843137254)"
0.04,85,h,73,0.26,3.07e-09,"rgb(252.41176470588235, 63.41176470588235, 63.41176470588235)"
0.04,86,h,90,1.14,0.364,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.04,87,h,82,0.54,0.00119,"rgb(249.58823529411765, 132.58823529411762, 132.58823529411762)"
0.04,88,h,69,0.46,0.000289,"rgb(250.45098039215685, 111.45098039215686, 111.45098039215686)"
0.04,89,h,77,0.49,0.000311,"rgb(250.1372549019608, 119.13725490196079, 119.13725490196079)"
0.04,90,h,82,0.39,2.49e-06,"rgb(251.15686274509804, 94.15686274509802, 94.15686274509802)"
0.04,91,h,132,1.23,0.11,"rgb(188.31372549019608, 188.31372549019608, 247.31372549019608)"
0.04,92,h,70,0.6,0.0129,"rgb(249.0392156862745, 146.0392156862745, 146.0392156862745)"
0.04,93,h,64,0.51,0.00228,"rgb(249.90196078431373, 124.90196078431372, 124.90196078431372)"
0.04,94,h,76,0.47,0.000166,"rgb(250.29411764705884, 115.29411764705883, 115.29411764705883)"
0.04,95,h,52,0.44,0.000908,"rgb(250.6078431372549, 107.6078431372549, 107.6078431372549)"
0.04,96,h,54,0.41,0.000329,"rgb(250.921568627451, 99.92156862745098, 99.92156862745098)"
0.04,97,h,111,1.03,0.827,"rgb(238.27450980392157, 238.27450980392157, 245.27450980392157)"
0.04,98,h,78,0.51,0.000727,"rgb(249.90196078431373, 124.90196078431372, 124.90196078431372)"
0.04,99,h,100,0.31,3.14e-10,"rgb(251.94117647058823, 74.94117647058825, 74.94117647058825)"
0.04,100,h,102,1.03,0.82,"rgb(238.27450980392157, 238.27450980392157, 245.27450980392157)"
0.05,1,h,13,1.52,0.238,"rgb(117.2156862745098, 117.2156862745098, 250.2156862745098)"
0.05,3,h,14,0.98,1.0,"rgb(245.19607843137257, 240.19607843137254, 240.19607843137254)"
0.05,4,h,10,0.0,0.000861,"rgb(255.0, 0.0, 0.0)"
0.05,5,h,17,0.91,1.0,"rgb(245.90196078431373, 222.90196078431373, 222.90196078431373)"
0.05,6,h,16,1.02,0.849,"rgb(240.19607843137254, 240.19607843137254, 245.19607843137257)"
0.05,7,h,21,0.52,0.137,"rgb(249.82352941176472, 126.8235294117647, 126.8235294117647)"
0.05,8,h,22,0.75,0.539,"rgb(247.47058823529414, 184.47058823529414, 184.47058823529414)"
0.05,9,h,16,0.59,0.3,"rgb(249.11764705882354, 144.11764705882354, 144.11764705882354)"
0.05,10,h,19,1.17,0.585,"rgb(203.68627450980395, 203.68627450980395, 246.68627450980392)"
0.05,11,h,21,0.41,0.0316,"rgb(250.921568627451, 99.92156862745098, 99.92156862745098)"
0.05,12,h,22,1.31,0.384,"rgb(169.09803921568627, 169.09803921568627, 248.09803921568627)"
0.05,13,h,19,0.6,0.265,"rgb(249.0392156862745, 146.0392156862745, 146.0392156862745)"
0.05,14,h,22,0.21,0.00056,"rgb(252.9607843137255, 49.96078431372549, 49.96078431372549)"
0.05,15,h,41,0.92,0.907,"rgb(245.8235294117647, 224.8235294117647, 224.8235294117647)"
0.05,16,h,22,0.61,0.235,"rgb(248.8823529411765, 149.8823529411765, 149.8823529411765)"
0.05,17,h,28,0.62,0.187,"rgb(248.80392156862746, 151.80392156862746, 151.80392156862746)"
0.05,18,h,29,0.5,0.0445,"rgb(249.98039215686276, 122.98039215686273, 122.98039215686273)"
0.05,19,h,34,0.91,0.898,"rgb(245.90196078431373, 222.90196078431373, 222.90196078431373)"
0.05,20,h,51,0.77,0.311,"rgb(247.3137254901961, 188.31372549019605, 188.31372549019605)"
0.05,21,h,51,0.17,6.39e-09,"rgb(253.3529411764706, 40.35294117647059, 40.35294117647059)"
0.05,22,h,35,0.87,0.708,"rgb(246.29411764705884, 213.29411764705884, 213.29411764705884)"
0.05,23,h,36,1.04,0.798,"rgb(234.4313725490196, 234.4313725490196, 245.4313725490196)"
0.05,24,h,45,0.79,0.388,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.05,25,h,34,0.4,0.00471,"rgb(251.0, 98.0, 98.0)"
0.05,26,h,56,0.67,0.0896,"rgb(248.33333333333334, 163.33333333333331, 163.33333333333331)"
0.05,27,h,49,0.52,0.0115,"rgb(249.82352941176472, 126.8235294117647, 126.8235294117647)"
0.05,28,h,46,0.7,0.173,"rgb(248.01960784313727, 171.01960784313724, 171.01960784313724)"
0.05,29,h,48,0.15,4.55e-09,"rgb(253.50980392156865, 36.509803921568626, 36.509803921568626)"
0.05,30,h,32,0.3,0.000661,"rgb(252.01960784313724, 73.01960784313725, 73.01960784313725)"
0.05,31,h,53,0.62,0.0446,"rgb(248.80392156862746, 151.80392156862746, 151.80392156862746)"
0.05,32,h,83,1.05,0.736,"rgb(232.50980392156862, 232.50980392156862, 245.50980392156865)"
0.05,33,h,56,0.78,0.288,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.05,34,h,64,0.78,0.277,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.05,35,h,50,0.18,1.23e-08,"rgb(253.19607843137254, 44.19607843137255, 44.19607843137255)"
0.05,36,h,43,0.4,0.000949,"rgb(251.0, 98.0, 98.0)"
0.05,37,h,47,0.55,0.0216,"rgb(249.50980392156862, 134.50980392156865, 134.50980392156865)"
0.05,38,h,51,0.84,0.537,"rgb(246.60784313725492, 205.60784313725492, 205.60784313725492)"
0.05,39,h,77,0.79,0.216,"rgb(247.078431372549, 194.078431372549, 194.078431372549)"
0.05,40,h,60,0.52,0.00381,"rgb(249.82352941176472, 126.8235294117647, 126.8235294117647)"
0.05,41,h,86,0.9,0.575,"rgb(245.98039215686273, 220.98039215686273, 220.98039215686273)"
0.05,42,h,40,0.7,0.217,"rgb(248.01960784313727, 171.01960784313724, 171.01960784313724)"
0.05,43,h,40,0.7,0.217,"rgb(248.01960784313727, 171.01960784313724, 171.01960784313724)"
0.05,44,h,62,0.82,0.403,"rgb(246.84313725490196, 199.84313725490196, 199.84313725490196)"
0.05,45,h,46,0.2,1.64e-07,"rgb(253.0392156862745, 48.03921568627451, 48.03921568627451)"
0.05,46,h,46,0.7,0.173,"rgb(248.01960784313727, 171.01960784313724, 171.01960784313724)"
0.05,47,h,89,1.07,0.682,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.05,48,h,68,1.23,0.245,"rgb(188.31372549019608, 188.31372549019608, 247.31372549019608)"
0.05,49,h,91,0.64,0.0125,"rgb(248.64705882352942, 155.64705882352942, 155.64705882352942)"
0.05,50,h,49,0.69,0.156,"rgb(248.09803921568627, 169.09803921568627, 169.09803921568627)"
0.05,51,h,57,0.55,0.011,"rgb(249.50980392156862, 134.50980392156865, 134.50980392156865)"
0.05,52,h,63,0.61,0.0229,"rgb(248.8823529411765, 149.8823529411765, 149.8823529411765)"
0.05,53,h,76,0.6,0.0108,"rgb(249.0392156862745, 146.0392156862745, 146.0392156862745)"
0.05,54,h,62,0.49,0.00153,"rgb(250.1372549019608, 119.13725490196079, 119.13725490196079)"
0.05,55,h,75,1.14,0.415,"rgb(211.37254901960785, 211.37254901960785, 246.37254901960785)"
0.05,56,h,105,1.88,4.87e-06,"rgb(28.823529411764714, 28.823529411764714, 253.8235294117647)"
0.05,57,h,87,0.53,0.000472,"rgb(249.7450980392157, 128.74509803921572, 128.74509803921572)"
0.05,58,h,50,0.8,0.41,"rgb(247.0, 196.0, 196.0)"
0.05,59,h,50,0.56,0.0199,"rgb(249.4313725490196, 136.4313725490196, 136.4313725490196)"
0.05,60,h,63,0.34,4.82e-06,"rgb(251.62745098039215, 82.62745098039215, 82.62745098039215)"
0.05,61,h,89,1.11,0.458,"rgb(217.1372549019608, 217.1372549019608, 246.13725490196077)"
0.05,62,h,85,0.54,0.00111,"rgb(249.58823529411765, 132.58823529411762, 132.58823529411762)"
0.05,63,h,65,0.76,0.211,"rgb(247.3921568627451, 186.3921568627451, 186.3921568627451)"
0.05,64,h,65,0.76,0.211,"rgb(247.3921568627451, 186.3921568627451, 186.3921568627451)"
0.05,65,h,83,0.78,0.177,"rgb(247.23529411764704, 190.23529411764704, 190.23529411764704)"
0.05,66,h,58,0.24,4.89e-08,"rgb(252.64705882352942, 57.64705882352941, 57.64705882352941)"
0.05,67,h,54,0.5,0.00433,"rgb(249.98039215686276, 122.98039215686273, 122.98039215686273)"
0.05,68,h,74,0.84,0.394,"rgb(246.60784313725492, 205.60784313725492, 205.60784313725492)"
0.05,69,h,115,1.47,0.00386,"rgb(128.74509803921572, 128.74509803921572, 249.7450980392157)"
0.05,70,h,60,0.23,1.42e-08,"rgb(252.72549019607843, 55.72549019607843, 55.72549019607843)"
0.05,71,h,62,0.72,0.124,"rgb(247.7843137254902, 176.7843137254902, 176.7843137254902)"
0.05,72,h,77,0.37,1.89e-06,"rgb(251.31372549019608, 90.31372549019609, 90.31372549019609)"
0.05,73,h,130,1.84,1.14e-06,"rgb(38.43137254901962, 38.43137254901962, 253.4313725490196)"
0.05,74,h,68,0.67,0.0496,"rgb(248.33333333333334, 163.33333333333331, 163.33333333333331)"
0.05,75,h,102,1.12,0.44,"rgb(215.2156862745098, 215.2156862745098, 246.21568627450984)"
0.05,76,h,80,0.83,0.326,"rgb(246.68627450980392, 203.68627450980392, 203.68627450980392)"
0.05,77,h,102,0.95,0.823,"rgb(245.50980392156865, 232.50980392156862, 232.50980392156862)"
0.05,78,h,94,0.64,0.0114,"rgb(248.64705882352942, 155.64705882352942, 155.64705882352942)"
0.05,79,h,82,0.42,1.15e-05,"rgb(250.84313725490196, 101.84313725490196, 101.84313725490196)"
0.05,80,h,94,0.61,0.00515,"rgb(248.8823529411765, 149.8823529411765, 149.8823529411765)"
0.05,81,h,82,0.51,0.000438,"rgb(249.90196078431373, 124.90196078431372, 124.90196078431372)"
0.05,82,h,79,0.89,0.56,"rgb(246.1372549019608, 217.13725490196077, 217.13725490196077)"
0.05,83,h,68,0.76,0.19,"rgb(247.3921568627451, 186.3921568627451, 186.3921568627451)"
0.05,84,h,100,0.48,3.01e-05,"rgb(250.2156862745098, 117.2156862745098, 117.2156862745098)"
0.05,85,h,77,0.27,1.97e-09,"rgb(252.33333333333334, 65.33333333333333, 65.33333333333333)"
0.05,86,h,93,1.07,0.63,"rgb(228.66666666666669, 228.66666666666669, 245.66666666666669)"
0.05,87,h,95,0.47,2.04e-05,"rgb(250.29411764705884, 115.29411764705883, 115.29411764705883)"
0.05,88,h,81,0.52,0.000684,"rgb(249.82352941176472, 126.8235294117647, 126.8235294117647)"
0.05,89,h,83,0.44,2.33e-05,"rgb(250.6078431372549, 107.6078431372549, 107.6078431372549)"
0.05,90,h,77,0.37,1.89e-06,"rgb(251.31372549019608, 90.31372549019609, 90.31372549019609)"
0.05,91,h,135,1.18,0.197,"rgb(199.84313725490196, 199.84313725490196, 246.84313725490196)"
0.05,92,h,79,0.5,0.000464,"rgb(249.98039215686276, 122.98039215686273, 122.98039215686273)"
0.05,93,h,66,0.53,0.00261,"rgb(249.7450980392157, 128.74509803921572, 128.74509803921572)"
0.05,94,h,83,0.56,0.00204,"rgb(249.4313725490196, 136.4313725490196, 136.4313725490196)"
0.05,95,h,56,0.39,0.000157,"rgb(251.15686274509804, 94.15686274509802, 94.15686274509802)"
0.05,96,h,66,0.53,0.00261,"rgb(249.7450980392157, 128.74509803921572, 128.74509803921572)"
0.05,97,h,118,0.99,1.0,"rgb(245.11764705882354, 242.11764705882356, 242.11764705882356)"
0.05,98,h,115,0.93,0.727,"rgb(245.66666666666669, 228.66666666666669, 228.66666666666669)"
0.05,99,h,116,0.61,0.00157,"rgb(248.8823529411765, 149.8823529411765, 149.8823529411765)"
0.05,100,h,101,1.18,0.238,"rgb(199.84313725490196, 199.84313725490196, 246.84313725490196)"
0.06,1,h,11,1.57,0.294,"rgb(105.68627450980392, 105.68627450980392, 250.68627450980392)"
